TABLETYP,ICD10,Pure Victorian Logical,,,,
O,3383303,3931,,,,
O,3383304,3932,,,,
O,3383305,3932,,,,
O,3383306,3932,,,,
O,3383307,3932,,,,
O,3383308,3932,,,,
O,3383309,3932,,,,
O,3383600,3836,,,,
O,3383601,3836,,,,
O,3383602,3836,,,,
O,3383603,3836,,,,
O,3383604,3837,,,,
O,3383605,3837,,,,
O,3383606,3837,,,,
O,3383607,3837,,,,
O,3383608,3837,,,,
O,3383609,3837,,,,
O,3383900,3846,,,,
O,3383901,3846,,,,
O,3383902,3846,,,,
O,3383903,3846,,,,
O,3383904,3847,,,,
O,3383905,3847,,,,
O,3383906,3847,,,,
O,3383907,3847,,,,
O,3383908,3847,,,,
O,3383909,3847,,,,
O,3384200,3941,,,,
O,3384500,3941,,,,
O,3384800,3941,,,,
O,3410000,3802,,,,
O,3410001,3802,,,,
O,3410002,3882,,,,
O,3410003,3882,,,,
O,3410300,3805,,,,
O,3410301,3803,,,,
O,3410302,3806,,,,
O,3410303,3808,,,,
O,3410304,3808,,,,
O,3410305,3805,,,,
O,3410306,3803,,,,
O,3410307,3807,,,,
O,3410308,3809,,,,
O,3410309,3809,,,,
O,3410310,3885,,,,
O,3410311,3883,,,,
O,3410312,3886,,,,
O,3410313,3888,,,,
O,3410314,3888,,,,
O,3410315,3885,,,,
O,3410316,3883,,,,
O,3410317,3887,,,,
O,3410318,3889,,,,
O,3410319,3889,,,,
O,3410600,3803,,,,
O,3410601,3803,,,,
O,3410602,3803,,,,
O,3410603,3808,,,,
O,3410604,3800,,,,
O,3410605,3803,,,,
O,3410606,3803,,,,
O,3410607,3803,,,,
O,3410608,3809,,,,
O,3410609,3800,,,,
O,3410610,3883,,,,
O,3410611,3883,,,,
O,3410612,3883,,,,
O,3410613,3888,,,,
O,3410614,3880,,,,
O,3410615,3883,,,,
O,3410616,3883,,,,
O,3410617,3883,,,,
O,3410618,3889,,,,
O,3410619,3880,,,,
O,3410900,3823,,,,
O,3411200,3953,,,,
O,3411201,3953,,,,
O,3411500,3953,,,,
O,3411501,3953,,,,
O,3411800,3953,,,,
O,3411801,3953,,,,
O,3412100,3953,,,,
O,3412101,3953,,,,
O,3412102,3953,,,,
O,3412400,3953,,,,
O,3412401,3953,,,,
O,3412402,3953,,,,
O,3412700,3953,,,,
O,3412701,3953,,,,
O,3412702,3953,,,,
O,3413000,3943,,,,
O,3413300,8319,,,,
O,3413600,7781,,,,
O,3413900,7791,,,,
O,3414200,3806,,,,
O,3414500,3808,,,,
O,3414800,398,,,,
O,3414801,398,,,,
O,3415100,398,,,,
O,3415101,398,,,,
O,3415400,398,,,,
O,3415401,398,,,,
O,3415700,3862,,,,
O,3416000,3959,,,,
O,3416300,3958,,,,
O,3416600,3959,,,,
O,3416900,3865,,,,
O,3417200,3868,,,,
O,3417500,3863,,,,
O,3450000,3993,,,,
O,3450001,3994,,,,
O,3450600,3943,,,,
O,3450900,3929,,,,
O,3450901,3927,,,,
O,3451200,3927,,,,
O,3451201,3927,,,,
O,3451500,3945,,,,
O,3451800,3942,,,,
O,3451801,3942,,,,
O,3452100,3891,,,,
O,3452400,3891,,,,
O,3452700,8607,,,,
O,3452701,8606,,,,
O,3452800,8607,,,,
O,3452801,8606,,,,
O,3453000,8607,,,,
O,3453001,8609,,,,
O,3453002,8606,,,,
O,3453003,8605,,,,
O,3453300,3997,,,,
O,3480000,387,,,,
O,3480300,3929,,,,
O,3480301,3929,,,,
O,3480600,3929,,,,
O,3480601,3929,,,,
O,3480900,3929,,,,
O,3481200,3929,,,,
O,3481201,3929,,,,
O,3481800,3959,,,,
O,3482100,3959,,,,
O,3482400,3959,,,,
O,3483300,3959,,,,
O,3500000,0523,,,,
O,3500300,0522,,,,
O,3500301,0529,,,,
O,3500600,0522,,,,
O,3500601,0529,,,,
O,3500900,0523,,,,
O,3500901,0524,,,,
O,3501200,0524,,,,
O,3510000,8345,,,,
O,3510001,8345,,,,
O,3510300,8622,,,,
O,3510301,8622,,,,
O,3520000,8840,,,,
O,3520001,8860,,,,
O,3520200,3999,,,,
O,3530000,3959,,,,
O,3530001,3959,,,,
O,3530300,3959,,,,
O,3530301,3959,,,,
O,3530302,3959,,,,
O,3530303,3959,,,,
O,3530304,3959,,,,
O,3530305,3959,,,,
O,3530400,3601,,,,
O,3530401,3601,,,,
O,3530500,3605,,,,
O,3530501,3605,,,,
O,3530600,3820,,,,
O,3530601,3820,,,,
O,3530602,3820,,,,
O,3530603,3820,,,,
O,3530604,3820,,,,
O,3530605,3820,,,,
O,3530900,3820,,,,
O,3530901,3820,,,,
O,3530902,3820,,,,
O,3530903,3820,,,,
O,3530904,3820,,,,
O,3530905,3820,,,,
O,3531000,3606,,,,
O,3531001,3606,,,,
O,3531002,3607,,,,
O,3531003,3606,,,,
O,3531004,3606,,,,
O,3531005,3607,,,,
O,3531200,3959,,,,
O,3531201,3959,,,,
O,3531500,3959,,,,
O,3531501,3959,,,,
O,3531700,3891,,,,
O,3531900,3891,,,,
O,3532000,3891,,,,
O,3532100,3891,,,,
O,3532101,3891,,,,
O,3532400,3822,,,,
O,3533000,387,,,,
O,3533001,387,,,,
O,3550000,8926,,,,
O,3550300,697,,,,
O,3550600,697,,,,
O,3550601,9771,,,,
O,3550602,9771,,,,
O,3550700,7033,,,,
O,3550701,7139,,,,
O,3550900,7031,,,,
O,3551300,7124,,,,
O,3551800,6591,,,,
O,3552000,7124,,,,
O,3552300,5839,,,,
O,3552700,5839,,,,
O,3553000,714,,,,
O,3553001,714,,,,
O,3553300,7179,,,,
O,3553600,7161,,,,
O,3553601,7161,,,,
O,3553602,7162,,,,
O,3553900,7131,,,,
O,3553901,7034,,,,
O,3553902,6734,,,,
O,3553903,7024,,,,
O,3553904,7021,,,,
O,3554800,715,,,,
O,3555100,4059,,,,
O,3555101,4059,,,,
O,3555400,9616,,,,
O,3555700,7033,,,,
O,3556000,7041,,,,
O,3556001,7041,,,,
O,3556100,7042,,,,
O,3556500,7062,,,,
O,3556600,7033,,,,
O,3556700,7079,,,,
O,3556900,7109,,,,
O,3557200,7012,,,,
O,3557201,7014,,,,
O,3557600,7051,,,,
O,3557601,7052,,,,
O,3558000,7050,,,,
O,3558400,6922,,,,
O,3558700,7051,,,,
O,3559000,7077,,,,
O,3559001,7092,,,,
O,3559002,7077,,,,
O,3559300,7092,,,,
O,3559600,7073,,,,
O,3559601,5784,,,,
O,3559602,5684,,,,
O,3559603,7075,,,,
O,3559900,594,,,,
O,3559901,594,,,,
O,3560000,5979,,,,
O,3560800,6732,,,,
O,3560801,6739,,,,
O,3560802,6712,,,,
O,3561100,6739,,,,
O,3561200,674,,,,
O,3561300,674,,,,
O,3561400,6713,,,,
O,3561500,7111,,,,
O,3561800,672,,,,
O,3561801,672,,,,
O,3561802,6769,,,,
O,3561803,6999,,,,
O,3561804,674,,,,
O,3562000,6813,,,,
O,3562200,6823,,,,
O,3562300,6829,,,,
O,3562301,6822,,,,
O,3563000,6812,,,,
O,3563300,6821,,,,
O,3563301,6829,,,,
O,3563302,6812,,,,
O,3563700,5421,,,,
O,3563701,7012,,,,
O,3563702,6919,,,,
O,3563703,545,,,,
O,3563704,6922,,,,
O,3563705,6815,,,,
O,3563706,6512,,,,
O,3563707,6593,,,,
O,3563708,6524,,,,
O,3563709,658,,,,
O,3563710,544,,,,
O,3563800,6522,,,,
O,3563801,6529,,,,
O,3563802,653,,,,
O,3563803,6551,,,,
O,3563804,6523,,,,
O,3563805,6523,,,,
O,3563806,6601,,,,
O,3563807,6669,,,,
O,3563808,6663,,,,
O,3563809,664,,,,
O,3563810,6651,,,,
O,3563811,654,,,,
O,3563812,6561,,,,
O,3563813,653,,,,
O,3564000,6909,,,,
O,3564001,6909,,,,
O,3564002,670,,,,
O,3564300,6901,,,,
O,3564301,6951,,,,
O,3564600,6732,,,,
O,3564700,6732,,,,
O,3564900,680,,,,
O,3564901,6829,,,,
O,3564902,6822,,,,
O,3564903,6829,,,,
O,3565300,683,,,,
O,3565301,684,,,,
O,3565302,684,,,,
O,3565303,684,,,,
O,3565700,685,,,,
O,3565800,6829,,,,
O,3566100,684,,,,
O,3566400,686,,,,
O,3566401,687,,,,
O,3566700,686,,,,
O,3566701,687,,,,
O,3567000,684,,,,
O,3567300,685,,,,
O,3567301,685,,,,
O,3567400,6690,,,,
O,3567401,6690,,,,
O,3567700,743,,,,
O,3567701,6698,,,,
O,3567702,6690,,,,
O,3567703,6690,,,,
O,3567704,6601,,,,
O,3567705,6662,,,,
O,3567800,6601,,,,
O,3567801,6662,,,,
O,3568000,6998,,,,
O,3568001,6949,,,,
O,3568400,6922,,,,
O,3568401,6922,,,,
O,3568800,662,,,,
O,3568801,663,,,,
O,3568802,663,,,,
O,3568803,6664,,,,
O,3568804,6664,,,,
O,3569400,6679,,,,
O,3569401,6673,,,,
O,3569402,658,,,,
O,3569403,6602,,,,
O,3569404,6573,,,,
O,3569405,6673,,,,
O,3569406,658,,,,
O,3569407,6602,,,,
O,3569700,6679,,,,
O,3570300,668,,,,
O,3570301,6695,,,,
O,3571000,6612,,,,
O,3571300,7012,,,,
O,3571301,6919,,,,
O,3571302,6593,,,,
O,3571303,6524,,,,
O,3571304,6523,,,,
O,3571305,6522,,,,
O,3571306,6529,,,,
O,3571307,653,,,,
O,3571308,6669,,,,
O,3571309,664,,,,
O,3571310,545,,,,
O,3571311,654,,,,
O,3571312,6601,,,,
O,3571313,658,,,,
O,3571314,544,,,,
O,3571700,6523,,,,
O,3571701,6551,,,,
O,3571702,6663,,,,
O,3571703,6651,,,,
O,3571704,6561,,,,
O,3571705,653,,,,
O,3572000,6525,,,,
O,3572300,4029,,,,
O,3572301,4029,,,,
O,3572302,4029,,,,
O,3572303,4029,,,,
O,3572600,6814,,,,
O,3572601,5411,,,,
O,3572900,6592,,,,
O,3572901,6592,,,,
O,3575000,685,,,,
O,3575300,685,,,,
O,3575301,685,,,,
O,3575600,684,,,,
O,3575601,684,,,,
O,3575602,684,,,,
O,3650000,0729,,,,
O,3650001,0722,,,,
O,3650002,073,,,,
O,3650300,5569,,,,
O,3650301,5561,,,,
O,3651600,5550,,,,
O,3651601,5550,,,,
O,3651602,5554,,,,
O,3651603,5554,,,,
O,3651604,5550,,,,
O,3651605,5550,,,,
O,3651606,5550,,,,
O,3651900,5553,,,,
O,3651901,5553,,,,
O,3651902,5550,,,,
O,3651903,5550,,,,
O,3652200,554,,,,
O,3652201,554,,,,
O,3652500,554,,,,
O,3652501,554,,,,
O,3652800,5550,,,,
O,3652801,5550,,,,
O,3653100,5551,,,,
O,3653101,5551,,,,
O,3653700,5909,,,,
O,3653701,5501,,,,
O,3654000,5501,,,,
O,3654300,5501,,,,
O,3654600,9851,,,,
O,3654900,562,,,,
O,3654901,562,,,,
O,3655200,5502,,,,
O,3655201,5512,,,,
O,3655800,5539,,,,
O,3655801,5539,,,,
O,3656100,5523,,,,
O,3656400,5587,,,,
O,3656401,5587,,,,
O,3656700,5587,,,,
O,3656701,5587,,,,
O,3657000,5587,,,,
O,3657001,5587,,,,
O,3657300,5689,,,,
O,3657301,5689,,,,
O,3657600,5501,,,,
O,3657900,5641,,,,
O,3657901,5641,,,,
O,3657902,5642,,,,
O,3657903,5642,,,,
O,3658500,5661,,,,
O,3658501,5661,,,,
O,3658502,5661,,,,
O,3658503,5661,,,,
O,3658800,5674,,,,
O,3658801,5674,,,,
O,3658802,5674,,,,
O,3658803,5674,,,,
O,3658804,5539,,,,
O,3659100,5674,,,,
O,3659101,5674,,,,
O,3659102,5674,,,,
O,3659103,5674,,,,
O,3659104,5674,,,,
O,3659105,5674,,,,
O,3659400,5671,,,,
O,3659401,5671,,,,
O,3659402,5671,,,,
O,3659403,5671,,,,
O,3659700,5675,,,,
O,3659701,5675,,,,
O,3660000,5671,,,,
O,3660001,5671,,,,
O,3660300,5671,,,,
O,3660301,5671,,,,
O,3660400,598,,,,
O,3660600,5787,,,,
O,3660601,598,,,,
O,3660602,598,,,,
O,3660900,5652,,,,
O,3660901,5652,,,,
O,3660902,5662,,,,
O,3660903,5662,,,,
O,3661200,562,,,,
O,3661201,562,,,,
O,3661500,5902,,,,
O,3661501,5902,,,,
O,3661502,5901,,,,
O,3661503,5901,,,,
O,3661800,5689,,,,
O,3661801,5689,,,,
O,3662100,5683,,,,
O,3662400,5503,,,,
O,3662700,5521,,,,
O,3662701,5523,,,,
O,3662702,5521,,,,
O,3662703,5539,,,,
O,3663300,5521,,,,
O,3663301,5521,,,,
O,3663302,5521,,,,
O,3663900,5504,,,,
O,3664500,5504,,,,
O,3664900,5593,,,,
O,3680000,5794,,,,
O,3680001,5795,,,,
O,3680002,5994,,,,
O,3680003,9764,,,,
O,3680300,5631,,,,
O,3680301,598,,,,
O,3680600,5633,,,,
O,3680601,5641,,,,
O,3680602,560,,,,
O,3680900,5995,,,,
O,3681100,5899,,,,
O,3681101,5894,,,,
O,3681200,5732,,,,
O,3681201,5731,,,,
O,3681202,5741,,,,
O,3681500,642,,,,
O,3681501,5831,,,,
O,3681800,598,,,,
O,3681801,598,,,,
O,3682100,5523,,,,
O,3682101,598,,,,
O,3682102,5633,,,,
O,3682400,598,,,,
O,3682401,598,,,,
O,3682500,562,,,,
O,3682700,5732,,,,
O,3683000,561,,,,
O,3683300,570,,,,
O,3683301,9762,,,,
O,3683600,5733,,,,
O,3683900,5749,,,,
O,3683901,6061,,,,
O,3683902,5749,,,,
O,3683903,6061,,,,
O,3683904,5749,,,,
O,3684200,5793,,,,
O,3684500,5749,,,,
O,3684501,5749,,,,
O,3684502,5749,,,,
O,3684503,5749,,,,
O,3684504,5749,,,,
O,3684505,5749,,,,
O,3684800,5641,,,,
O,3685100,5799,,,,
O,3685400,5791,,,,
O,3685401,5791,,,,
O,3685402,5749,,,,
O,3685403,585,,,,
O,3685700,560,,,,
O,3686000,5635,,,,
O,3686001,5635,,,,
O,3686300,570,,,,
O,3700000,576,,,,
O,3700001,576,,,,
O,3700400,5789,,,,
O,3700401,5789,,,,
O,3700402,5789,,,,
O,3700403,5789,,,,
O,3700800,5718,,,,
O,3700801,5719,,,,
O,3700802,5719,,,,
O,3700803,5719,,,,
O,3700804,5719,,,,
O,3700805,5719,,,,
O,3700806,5712,,,,
O,3701100,5717,,,,
O,3701400,5779,,,,
O,3702000,5759,,,,
O,3702001,5759,,,,
O,3702300,5784,,,,
O,3702301,5784,,,,
O,3702900,5784,,,,
O,3702901,5784,,,,
O,3703800,5783,,,,
O,3703801,5783,,,,
O,3704100,5711,,,,
O,3704400,595,,,,
O,3704401,595,,,,
O,3704402,595,,,,
O,3704403,595,,,,
O,3704500,4999,,,,
O,3704700,5787,,,,
O,3704701,5787,,,,
O,3705000,5786,,,,
O,3705300,576,,,,
O,3705301,576,,,,
O,3720000,6063,,,,
O,3720001,6064,,,,
O,3720002,6065,,,,
O,3720003,603,,,,
O,3720004,604,,,,
O,3720005,6069,,,,
O,3720006,6069,,,,
O,3720300,6021,,,,
O,3720301,6023,,,,
O,3720302,6024,,,,
O,3720700,6022,,,,
O,3720701,6022,,,,
O,3720900,605,,,,
O,3721200,6012,,,,
O,3721201,600,,,,
O,3721202,600,,,,
O,3721500,6011,,,,
O,3721800,6011,,,,
O,3721801,6092,,,,
O,3721900,6011,,,,
O,3722100,600,,,,
O,3722300,6096,,,,
O,3722301,6096,,,,
O,3730000,586,,,,
O,3730300,586,,,,
O,3730600,5841,,,,
O,3730900,5841,,,,
O,3731500,5822,,,,
O,3731800,9819,,,,
O,3731801,5831,,,,
O,3731802,580,,,,
O,3731803,580,,,,
O,3731804,5823,,,,
O,3732100,581,,,,
O,3732400,580,,,,
O,3732401,585,,,,
O,3732402,580,,,,
O,3732700,585,,,,
O,3733000,5839,,,,
O,3733001,5839,,,,
O,3733300,5843,,,,
O,3733600,5843,,,,
O,3733900,5972,,,,
O,3734200,5849,,,,
O,3734500,5849,,,,
O,3734800,5849,,,,
O,3735400,5845,,,,
O,3736900,5839,,,,
O,3737200,5839,,,,
O,3737500,5846,,,,
O,3738100,5893,,,,
O,3738400,5893,,,,
O,3738700,5893,,,,
O,3739000,5893,,,,
O,3739001,5893,,,,
O,3739002,5899,,,,
O,3739300,6498,,,,
O,3739301,6498,,,,
O,3739600,6498,,,,
O,3740200,643,,,,
O,3740500,643,,,,
O,3740800,6441,,,,
O,3740801,6449,,,,
O,3741100,6449,,,,
O,3741500,6499,,,,
O,3741700,6442,,,,
O,3741701,6442,,,,
O,3742000,3880,,,,
O,3742300,6444,,,,
O,3742600,6495,,,,
O,3742601,6497,,,,
O,3742900,6497,,,,
O,3743200,6495,,,,
O,3743201,6495,,,,
O,3743202,6496,,,,
O,3743500,6449,,,,
O,3743800,613,,,,
O,3744400,562,,,,
O,3744401,562,,,,
O,3760100,632,,,,
O,3760101,632,,,,
O,3760102,632,,,,
O,3760103,632,,,,
O,3760400,610,,,,
O,3760401,610,,,,
O,3760402,6111,,,,
O,3760403,6111,,,,
O,3760404,625,,,,
O,3760405,625,,,,
O,3760406,620,,,,
O,3760700,4059,,,,
O,3761000,4059,,,,
O,3761300,634,,,,
O,3761301,634,,,,
O,3761600,6386,,,,
O,3761601,6386,,,,
O,3761602,6383,,,,
O,3761603,6383,,,,
O,3761900,6382,,,,
O,3761901,6382,,,,
O,3761902,6383,,,,
O,3761903,6383,,,,
O,3762300,636,,,,
O,3762301,636,,,,
O,3762302,6373,,,,
O,3762303,6373,,,,
O,3780000,5751,,,,
O,3780300,625,,,,
O,3780301,625,,,,
O,3780600,625,,,,
O,3780601,625,,,,
O,3780602,625,,,,
O,3780603,625,,,,
O,3780900,625,,,,
O,3781200,540,,,,
O,3781500,6419,,,,
O,3781800,5845,,,,
O,3782100,5845,,,,
O,3782400,5845,,,,
O,3782700,5845,,,,
O,3783000,5845,,,,
O,3783300,5843,,,,
O,3783600,5845,,,,
O,3783900,5845,,,,
O,3784200,5845,,,,
O,3784201,5845,,,,
O,3784202,5786,,,,
O,3784203,5786,,,,
O,3784500,714,,,,
O,3784800,714,,,,
O,3785100,7079,,,,
O,3785400,5831,,,,
O,3820000,3721,,,,
O,3820300,3722,,,,
O,3820600,3723,,,,
O,3820900,3726,,,,
O,3821200,3734,,,,
O,3821300,3726,,,,
O,3821500,8857,,,,
O,3821800,8857,,,,
O,3821801,8857,,,,
O,3821802,8857,,,,
O,3825000,3773,,,,
O,3825001,3771,,,,
O,3825300,3780,,,,
O,3825301,3781,,,,
O,3825302,3782,,,,
O,3825303,3782,,,,
O,3825304,3781,,,,
O,3825305,3782,,,,
O,3825306,3782,,,,
O,3825307,3783,,,,
O,3825308,3783,,,,
O,3825309,3783,,,,
O,3825310,3783,,,,
O,3825311,3789,,,,
O,3825312,3789,,,,
O,3825600,3778,,,,
O,3825601,3778,,,,
O,3825602,3778,,,,
O,3825900,3772,,,,
O,3825901,3777,,,,
O,3825902,3777,,,,
O,3827000,3541,,,,
O,3827001,3596,,,,
O,3827002,3596,,,,
O,3827003,3596,,,,
O,3827500,3725,,,,
O,3840000,3491,,,,
O,3840300,3491,,,,
O,3840600,370,,,,
O,3840900,3404,,,,
O,3841200,3326,,,,
O,3841500,3409,,,,
O,3841800,3402,,,,
O,3841801,3424,,,,
O,3841802,3328,,,,
O,3841803,3725,,,,
O,3841804,331,,,,
O,3842100,3451,,,,
O,3842101,3451,,,,
O,3842400,3459,,,,
O,3842401,3229,,,,
O,3842402,346,,,,
O,3842700,3334,,,,
O,3843000,3334,,,,
O,3843001,3334,,,,
O,3843600,3421,,,,
O,3843601,3339,,,,
O,3843602,3724,,,,
O,3843800,323,,,,
O,3843801,324,,,,
O,3843802,325,,,,
O,3843803,325,,,,
O,3844000,3229,,,,
O,3844001,3229,,,,
O,3844100,324,,,,
O,3844101,325,,,,
O,3844600,0780,,,,
O,3844601,0780,,,,
O,3844602,343,,,,
O,3844603,343,,,,
O,3844700,3731,,,,
O,3844701,3731,,,,
O,3844800,341,,,,
O,3844801,3422,,,,
O,3844802,0780,,,,
O,3845000,3712,,,,
O,3845001,3712,,,,
O,3845002,3724,,,,
O,3845003,3724,,,,
O,3845200,3712,,,,
O,3845300,315,,,,
O,3845301,315,,,,
O,3845302,315,,,,
O,3845303,315,,,,
O,3845304,315,,,,
O,3845305,315,,,,
O,3845306,315,,,,
O,3845307,315,,,,
O,3845308,3179,,,,
O,3845309,3195,,,,
O,3845600,3799,,,,
O,3845601,3513,,,,
O,3845602,3399,,,,
O,3845603,3499,,,,
O,3845604,3398,,,,
O,3845605,3731,,,,
O,3845606,3731,,,,
O,3845607,3775,,,,
O,3845608,3777,,,,
O,3845610,3511,,,,
O,3845611,3514,,,,
O,3845612,3598,,,,
O,3845613,3799,,,,
O,3845614,3799,,,,
O,3845615,3599,,,,
O,3845616,3599,,,,
O,3845617,3599,,,,
O,3845618,3599,,,,
O,3845619,3699,,,,
O,3845620,4299,,,,
O,3845700,3474,,,,
O,3845701,3474,,,,
O,3845800,3474,,,,
O,3846000,7861,,,,
O,3846400,8622,,,,
O,3846600,341,,,,
O,3847000,3774,,,,
O,3847300,3774,,,,
O,3847500,3533,,,,
O,3847501,3533,,,,
O,3847700,3533,,,,
O,3847701,3533,,,,
O,3848000,3511,,,,
O,3848001,3512,,,,
O,3848002,3514,,,,
O,3848100,3511,,,,
O,3848101,3512,,,,
O,3848102,3514,,,,
O,3848300,3511,,,,
O,3848500,3533,,,,
O,3848501,3512,,,,
O,3848700,3512,,,,
O,3848800,3522,,,,
O,3848801,3522,,,,
O,3848802,3524,,,,
O,3848803,3524,,,,
O,3848804,3528,,,,
O,3848805,3528,,,,
O,3848806,3526,,,,
O,3848807,3526,,,,
O,3848900,3521,,,,
O,3848901,3521,,,,
O,3848902,3523,,,,
O,3848903,3527,,,,
O,3848904,3525,,,,
O,3848905,3525,,,,
O,3849000,3539,,,,
O,3849700,3611,,,,
O,3849701,3612,,,,
O,3849702,3613,,,,
O,3849703,3614,,,,
O,3849704,3611,,,,
O,3849705,3612,,,,
O,3849706,3613,,,,
O,3849707,3614,,,,
O,3850000,3615,,,,
O,3850001,3615,,,,
O,3850002,3611,,,,
O,3850003,3611,,,,
O,3850004,3611,,,,
O,3850300,3616,,,,
O,3850301,3616,,,,
O,3850302,3612,,,,
O,3850303,3612,,,,
O,3850304,3612,,,,
O,3850500,3603,,,,
O,3850700,3732,,,,
O,3850800,3732,,,,
O,3850900,3572,,,,
O,3851200,3733,,,,
O,3851500,3733,,,,
O,3851800,3733,,,,
O,3852100,3795,,,,
O,3852101,3795,,,,
O,3852102,3795,,,,
O,3852103,3795,,,,
O,3852400,3796,,,,
O,3852401,3799,,,,
O,3853000,3734,,,,
O,3853300,3734,,,,
O,3855000,3931,,,,
O,3855001,3845,,,,
O,3855300,3511,,,,
O,3855301,3522,,,,
O,3855302,3845,,,,
O,3855303,3845,,,,
O,3855600,3511,,,,
O,3855601,3522,,,,
O,3855602,3845,,,,
O,3855603,3845,,,,
O,3855900,3931,,,,
O,3855901,3845,,,,
O,3856200,3511,,,,
O,3856201,3522,,,,
O,3856202,3845,,,,
O,3856203,3845,,,,
O,3856500,3511,,,,
O,3856501,3931,,,,
O,3856502,3845,,,,
O,3856503,3845,,,,
O,3856800,3931,,,,
O,3856801,3845,,,,
O,3857100,390,,,,
O,3857101,3845,,,,
O,3857200,3954,,,,
O,3857400,3962,,,,
O,3857700,3997,,,,
O,3858800,3963,,,,
O,3860000,3961,,,,
O,3860300,3961,,,,
O,3860600,3761,,,,
O,3860900,3761,,,,
O,3861200,3764,,,,
O,3861300,3764,,,,
O,3861500,3762,,,,
O,3861501,3762,,,,
O,3861800,3762,,,,
O,3862100,3764,,,,
O,3862101,3764,,,,
O,3862400,3764,,,,
O,3863700,3699,,,,
O,3864000,3799,,,,
O,3864700,3499,,,,
O,3865000,3711,,,,
O,3865001,3733,,,,
O,3865300,3799,,,,
O,3865301,3799,,,,
O,3865302,3799,,,,
O,3865303,3598,,,,
O,3865304,3599,,,,
O,3865305,3599,,,,
O,3865306,3599,,,,
O,3865307,3599,,,,
O,3865308,3699,,,,
O,3865600,3941,,,,
O,3865601,3998,,,,
O,3867000,3733,,,,
O,3867300,3733,,,,
O,3867301,3733,,,,
O,3867700,3733,,,,
O,3868000,3733,,,,
O,3870000,3587,,,,
O,3870001,3885,,,,
O,3870002,3585,,,,
O,3870003,3585,,,,
O,3870600,3562,,,,
O,3870601,3562,,,,
O,3871200,3562,,,,
O,3871500,3885,,,,
O,3871501,3959,,,,
O,3871502,3959,,,,
O,3872100,3959,,,,
O,3872101,3959,,,,
O,3872700,3959,,,,
O,3872701,3959,,,,
O,3873300,390,,,,
O,3873301,3921,,,,
O,3873900,3541,,,,
O,3874200,3574,,,,
O,3874201,3561,,,,
O,3874202,3571,,,,
O,3874203,3561,,,,
O,3874500,3591,,,,
O,3874800,3598,,,,
O,3875100,3574,,,,
O,3875101,3562,,,,
O,3875102,3572,,,,
O,3875103,3562,,,,
O,3875400,3591,,,,
O,3875401,3592,,,,
O,3875700,3592,,,,
O,3875701,3593,,,,
O,3875702,3594,,,,
O,3876000,3595,,,,
O,3876001,3595,,,,
O,3876002,3594,,,,
O,3876300,3733,,,,
O,3876301,3733,,,,
O,3876600,3572,,,,
O,3876601,3572,,,,
O,3900000,0331,,,,
O,3900300,0101,,,,
O,3900600,0102,,,,
O,3900900,0109,,,,
O,3901200,0124,,,,
O,3901300,8192,,,,
O,3901301,8192,,,,
O,3901302,0481,,,,
O,3901303,042,,,,
O,3901500,0239,,,,
O,3901501,022,,,,
O,3901502,0299,,,,
O,3910000,042,,,,
O,3910600,0402,,,,
O,3910900,0402,,,,
O,3910901,0402,,,,
O,3910902,0402,,,,
O,3911200,0441,,,,
O,3911500,0404,,,,
O,3911800,0396,,,,
O,3911801,0396,,,,
O,3912100,0321,,,,
O,3912400,0329,,,,
O,3912401,0329,,,,
O,3912402,0329,,,,
O,3912500,0390,,,,
O,3912501,0399,,,,
O,3912600,0399,,,,
O,3912601,0399,,,,
O,3912700,0390,,,,
O,3912800,0390,,,,
O,3913000,0393,,,,
O,3913001,0393,,,,
O,3913300,0394,,,,
O,3913400,0393,,,,
O,3913600,0394,,,,
O,3913900,0393,,,,
O,3913901,0393,,,,
O,3914000,038,,,,
O,3930000,0479,,,,
O,3930300,0475,,,,
O,3930600,0479,,,,
O,3930900,0475,,,,
O,3931200,0449,,,,
O,3931500,045,,,,
O,3931800,045,,,,
O,3932100,046,,,,
O,3932300,0404,,,,
O,3932301,0404,,,,
O,3932400,0407,,,,
O,3932401,0404,,,,
O,3932402,0407,,,,
O,3932700,0407,,,,
O,3932701,0404,,,,
O,3932702,0407,,,,
O,3933000,0449,,,,
O,3933001,0444,,,,
O,3933100,0445,,,,
O,3933101,0443,,,,
O,3933300,0404,,,,
O,3950000,0401,,,,
O,3950300,0471,,,,
O,3950301,0472,,,,
O,3960000,0124,,,,
O,3960300,0124,,,,
O,3960301,0124,,,,
O,3960600,0202,,,,
O,3960601,0202,,,,
O,3960900,0202,,,,
O,3960901,0202,,,,
O,3960902,0202,,,,
O,3961200,0202,,,,
O,3961201,0202,,,,
O,3961500,0212,,,,
O,3961501,0212,,,,
O,3964000,0171,,,,
O,3964200,0171,,,,
O,3964600,0171,,,,
O,3965000,0171,,,,
O,3965300,0172,,,,
O,3965800,0172,,,,
O,3965801,0172,,,,
O,3966000,0172,,,,
O,3966001,0172,,,,
O,3966002,0172,,,,
O,3966003,0172,,,,
O,3966200,0172,,,,
O,3966201,0172,,,,
O,3966202,0172,,,,
O,3966203,0172,,,,
O,3970000,016,,,,
O,3970300,0113,,,,
O,3970301,0124,,,,
O,3970302,0111,,,,
O,3970303,0109,,,,
O,3970600,0114,,,,
O,3970601,0124,,,,
