TABLETYP,ICD10,Pure Victorian Logical,,,,
B,T3166,94866,,,,
B,T3170,94870,,,,
B,T3171,94871,,,,
B,T3172,94872,,,,
B,T3173,94873,,,,
B,T3174,94874,,,,
B,T3175,94875,,,,
B,T3176,94876,,,,
B,T3177,94877,,,,
B,T3180,94880,,,,
B,T3181,94881,,,,
B,T3182,94882,,,,
B,T3183,94883,,,,
B,T3184,94884,,,,
B,T3185,94885,,,,
B,T3186,94886,,,,
B,T3187,94887,,,,
B,T3188,94888,,,,
B,T3190,94890,,,,
B,T3191,94891,,,,
B,T3192,94892,,,,
B,T3193,94893,,,,
B,T3194,94894,,,,
B,T3195,94895,,,,
B,T3196,94896,,,,
B,T3197,94897,,,,
B,T3198,94898,,,,
B,T3199,94899,,,,
B,T330,9910,,,,
B,T331,9913,,,,
B,T332,9913,,,,
B,T333,9913,,,,
B,T334,9913,,,,
B,T335,9911,,,,
B,T336,9913,,,,
B,T337,9913,,,,
B,T338,9912,,,,
B,T339,9913,,,,
B,T340,9910,,,,
B,T341,9913,,,,
B,T342,9913,,,,
B,T343,9913,,,,
B,T344,9913,,,,
B,T345,9911,,,,
B,T346,9913,,,,
B,T347,9913,,,,
B,T348,9912,,,,
B,T349,9913,,,,
B,T350,9913,,,,
B,T351,9913,,,,
B,T352,9910,,,,
B,T353,9913,,,,
B,T354,9911,,,,
B,T355,9912,,,,
B,T356,9913,,,,
B,T357,9913,,,,
B,T360,9600,,,,
B,T361,9605,,,,
B,T362,9602,,,,
B,T363,9603,,,,
B,T364,9604,,,,
B,T365,9606,,,,
B,T366,9606,,,,
B,T367,9601,,,,
B,T368,9608,,,,
B,T369,9609,,,,
B,T370,9610,,,,
B,T371,9618,,,,
B,T372,9614,,,,
B,T373,9615,,,,
B,T374,9616,,,,
B,T375,9617,,,,
B,T378,9611,,,,
B,T379,9619,,,,
B,T380,9620,,,,
B,T381,9627,,,,
B,T382,9628,,,,
B,T383,9623,,,,
B,T384,9622,,,,
B,T385,9622,,,,
B,T386,9629,,,,
B,T387,9621,,,,
B,T388,9624,,,,
B,T389,9629,,,,
B,T390,9651,,,,
B,T391,9654,,,,
B,T392,9655,,,,
B,T393,9657,,,,
B,T394,9656,,,,
B,T398,9657,,,,
B,T399,9659,,,,
B,T400,96500,,,,
B,T401,96501,,,,
B,T402,96509,,,,
B,T403,96502,,,,
B,T404,96509,,,,
B,T405,96509,,,,
B,T406,96509,,,,
B,T407,9696,,,,
B,T408,9696,,,,
B,T409,9696,,,,
B,T410,9680,,,,
B,T411,9683,,,,
B,T412,9684,,,,
B,T413,9685,,,,
B,T414,9684,,,,
B,T415,9878,,,,
B,T420,9661,,,,
B,T421,9663,,,,
B,T422,9660,,,,
B,T423,9670,,,,
B,T424,9694,,,,
B,T425,9663,,,,
B,T426,9663,,,,
B,T427,9663,,,,
B,T428,9664,,,,
B,T430,9690,,,,
B,T431,9690,,,,
B,T432,9690,,,,
B,T433,9691,,,,
B,T434,9692,,,,
B,T435,9693,,,,
B,T436,9697,,,,
B,T438,9695,,,,
B,T439,9699,,,,
B,T440,9710,,,,
B,T441,9710,,,,
B,T442,9723,,,,
B,T443,9725,,,,
B,T444,9728,,,,
B,T445,9712,,,,
B,T446,9713,,,,
B,T447,9713,,,,
B,T448,9713,,,,
B,T449,9719,,,,
B,T450,9630,,,,
B,T451,9631,,,,
B,T452,9635,,,,
B,T453,9634,,,,
B,T454,9640,,,,
B,T455,9642,,,,
B,T456,9644,,,,
B,T457,9643,,,,
B,T458,9641,,,,
B,T459,9639,,,,
B,T460,9721,,,,
B,T461,9720,,,,
B,T462,9720,,,,
B,T463,9724,,,,
B,T464,9712,,,,
B,T465,9726,,,,
B,T466,9722,,,,
B,T467,9725,,,,
B,T468,9727,,,,
B,T469,9729,,,,
B,T470,9730,,,,
B,T471,9730,,,,
B,T472,9731,,,,
B,T473,9733,,,,
B,T474,9733,,,,
B,T475,9734,,,,
B,T476,9735,,,,
B,T477,9736,,,,
B,T478,9738,,,,
B,T479,9739,,,,
B,T480,9750,,,,
B,T481,9752,,,,
B,T482,9751,,,,
B,T483,9754,,,,
B,T484,9755,,,,
B,T485,9756,,,,
B,T486,9757,,,,
B,T487,9758,,,,
B,T490,9760,,,,
B,T491,9761,,,,
B,T492,9762,,,,
B,T493,9763,,,,
B,T494,9764,,,,
B,T495,9765,,,,
B,T496,9766,,,,
B,T497,9767,,,,
B,T498,9768,,,,
B,T499,9769,,,,
B,T500,9740,,,,
B,T501,9741,,,,
B,T502,9742,,,,
B,T503,9745,,,,
B,T504,9747,,,,
B,T505,9770,,,,
B,T506,9772,,,,
B,T507,9700,,,,
B,T508,9778,,,,
B,T509,9778,,,,
B,T510,9800,,,,
B,T511,9801,,,,
B,T512,9802,,,,
B,T513,9803,,,,
B,T518,9808,,,,
B,T519,9809,,,,
B,T520,981,,,,
B,T521,9820,,,,
B,T522,9820,,,,
B,T523,9824,,,,
B,T524,9828,,,,
B,T528,9828,,,,
B,T529,9828,,,,
B,T530,9821,,,,
B,T531,9823,,,,
B,T532,9823,,,,
B,T533,9823,,,,
B,T534,9823,,,,
B,T535,9823,,,,
B,T536,9823,,,,
B,T537,9823,,,,
B,T539,9823,,,,
B,T540,9830,,,,
B,T541,9830,,,,
B,T542,9831,,,,
B,T543,9832,,,,
B,T549,9839,,,,
B,T55,9896,,,,
B,T560,9840,,,,
B,T561,9850,,,,
B,T562,9856,,,,
B,T563,9855,,,,
B,T564,9858,,,,
B,T565,9858,,,,
B,T566,9858,,,,
B,T567,9853,,,,
B,T568,9858,,,,
B,T569,9859,,,,
B,T570,9851,,,,
B,T571,9831,,,,
B,T572,9852,,,,
B,T573,9890,,,,
B,T578,98989,,,,
B,T579,98989,,,,
B,T58,986,,,,
B,T590,9872,,,,
B,T591,9873,,,,
B,T592,98989,,,,
B,T593,9875,,,,
B,T594,9876,,,,
B,T595,9878,,,,
B,T596,9878,,,,
B,T597,9878,,,,
B,T598,9878,,,,
B,T599,9879,,,,
B,T600,9893,,,,
B,T601,9894,,,,
B,T602,9894,,,,
B,T603,9894,,,,
B,T604,9894,,,,
B,T608,9894,,,,
B,T609,9894,,,,
B,T610,9880,,,,
B,T611,9880,,,,
B,T612,9880,,,,
B,T618,9880,,,,
B,T619,9880,,,,
B,T620,9881,,,,
B,T621,9882,,,,
B,T622,9882,,,,
B,T628,9888,,,,
B,T629,9889,,,,
B,T630,9895,,,,
B,T631,9895,,,,
B,T632,9895,,,,
B,T633,9895,,,,
B,T634,9895,,,,
B,T635,9895,,,,
B,T636,9895,,,,
B,T638,9895,,,,
B,T639,9895,,,,
B,T64,9897,,,,
B,T650,9890,,,,
B,T651,9891,,,,
B,T652,98984,,,,
B,T653,98989,,,,
B,T654,9822,,,,
B,T655,98989,,,,
B,T656,98989,,,,
B,T658,98989,,,,
B,T659,9899,,,,
B,T66,990,,,,
B,T670,9920,,,,
B,T671,9921,,,,
B,T672,9922,,,,
B,T673,9923,,,,
B,T674,9924,,,,
B,T675,9925,,,,
B,T676,9926,,,,
B,T677,9927,,,,
B,T678,9928,,,,
B,T679,9929,,,,
B,T68,9916,,,,
B,T690,9914,,,,
B,T691,9915,,,,
B,T698,9918,,,,
B,T699,9919,,,,
B,T700,9930,,,,
B,T701,9931,,,,
B,T702,9932,,,,
B,T703,9933,,,,
B,T704,9938,,,,
B,T708,9934,,,,
B,T709,9939,,,,
B,T71,9947,,,,
B,T730,9942,,,,
B,T731,9943,,,,
B,T732,9944,,,,
B,T733,9945,,,,
B,T738,9949,,,,
B,T739,9949,,,,
B,T740,99581,,,,
B,T741,99581,,,,
B,T742,99581,,,,
B,T743,99581,,,,
B,T748,99581,,,,
B,T749,99581,,,,
B,T750,9940,,,,
B,T751,9941,,,,
B,T752,9949,,,,
B,T753,9946,,,,
B,T754,9948,,,,
B,T758,9949,,,,
B,T780,9950,,,,
B,T781,9952,,,,
B,T782,9950,,,,
B,T783,9951,,,,
B,T784,9953,,,,
B,T788,9952,,,,
B,T789,9952,,,,
B,T790,9580,,,,
B,T791,9581,,,,
B,T792,9582,,,,
B,T793,9583,,,,
B,T794,9584,,,,
B,T795,9585,,,,
B,T796,9586,,,,
B,T797,9587,,,,
B,T798,9588,,,,
B,T799,9588,,,,
B,T800,9991,,,,
B,T801,9992,,,,
B,T802,9993,,,,
B,T803,9996,,,,
B,T804,9997,,,,
B,T805,9994,,,,
B,T806,9995,,,,
B,T808,9998,,,,
B,T809,9998,,,,
B,T810,9981,,,,
B,T811,9980,,,,
B,T812,9982,,,,
B,T813,9983,,,,
B,T814,9985,,,,
B,T815,9984,,,,
B,T816,9987,,,,
B,T817,9972,,,,
B,T818,99889,,,,
B,T819,9989,,,,
B,T820,99602,,,,
B,T821,99601,,,,
B,T822,99603,,,,
B,T823,9961,,,,
B,T824,9961,,,,
B,T825,99609,,,,
B,T826,99661,,,,
B,T827,99661,,,,
B,T828,99671,,,,
B,T829,99671,,,,
B,T830,99631,,,,
B,T831,99639,,,,
B,T832,99630,,,,
B,T833,99632,,,,
B,T834,99639,,,,
B,T835,99664,,,,
B,T836,99665,,,,
B,T838,99676,,,,
B,T839,99676,,,,
B,T840,9964,,,,
B,T841,9964,,,,
B,T842,9964,,,,
B,T843,9964,,,,
B,T844,9964,,,,
B,T845,99666,,,,
B,T846,99667,,,,
B,T847,99667,,,,
B,T848,99677,,,,
B,T849,99677,,,,
B,T850,9962,,,,
B,T851,9962,,,,
B,T852,99653,,,,
B,T853,99653,,,,
B,T854,99654,,,,
B,T855,99659,,,,
B,T856,99659,,,,
B,T8571,99668,,,,
B,T8578,99669,,,,
B,T8581,99675,,,,
B,T8588,99679,,,,
B,T859,99670,,,,
B,T860,99685,,,,
B,T861,99681,,,,
B,T862,99683,,,,
B,T863,99683,,,,
B,T864,99682,,,,
B,T8681,99684,,,,
B,T8682,99686,,,,
B,T8688,99689,,,,
B,T869,99680,,,,
B,T870,99691,,,,
B,T871,99695,,,,
B,T872,99699,,,,
B,T873,99761,,,,
B,T874,99762,,,,
B,T875,99769,,,,
B,T876,99769,,,,
B,T880,9993,,,,
B,T881,9999,,,,
B,T882,9954,,,,
B,T883,99589,,,,
B,T884,9999,,,,
B,T885,9952,,,,
B,T886,9950,,,,
B,T887,9952,,,,
B,T888,99889,,,,
B,T889,9989,,,,
B,T8900,8799,,,,
B,T8901,8799,,,,
B,T8902,8799,,,,
B,T8903,8799,,,,
B,T900,9062,,,,
B,T901,9060,,,,
B,T902,9050,,,,
B,T903,9071,,,,
B,T904,9094,,,,
B,T905,9070,,,,
B,T908,9099,,,,
B,T909,9089,,,,
B,T910,9060,,,,
B,T911,9051,,,,
B,T912,9051,,,,
B,T913,9072,,,,
B,T914,9082,,,,
B,T915,9081,,,,
B,T918,9099,,,,
B,T919,9089,,,,
B,T920,9061,,,,
B,T921,9052,,,,
B,T922,9052,,,,
B,T923,9056,,,,
B,T924,9074,,,,
B,T925,9058,,,,
B,T926,9064,,,,
B,T928,9062,,,,
B,T929,9089,,,,
B,T930,9061,,,,
B,T931,9053,,,,
B,T932,9054,,,,
B,T933,9056,,,,
B,T934,9075,,,,
B,T935,9057,,,,
B,T936,9064,,,,
B,T938,9062,,,,
B,T939,9089,,,,
B,T940,9055,,,,
B,T941,9099,,,,
B,T950,9065,,,,
B,T951,9068,,,,
B,T952,9066,,,,
B,T953,9067,,,,
B,T954,9069,,,,
B,T958,9068,,,,
B,T959,9069,,,,
B,T96,9090,,,,
B,T97,9091,,,,
B,T980,9085,,,,
B,T981,9099,,,,
B,T982,9086,,,,
B,T983,9093,,,,
E,V0100,82609,,,,
E,V0101,82609,,,,
E,V0102,82609,,,,
E,V0103,82609,,,,
E,V0104,82609,,,,
E,V0108,82609,,,,
E,V0109,82609,,,,
E,V0110,82605,,,,
E,V0111,82605,,,,
E,V0112,82605,,,,
E,V0113,82605,,,,
E,V0114,82605,,,,
E,V0118,82605,,,,
E,V0119,82605,,,,
E,V0190,82609,,,,
E,V0191,82609,,,,
E,V0192,82609,,,,
E,V0193,82609,,,,
E,V0194,82609,,,,
E,V0198,82609,,,,
E,V0199,82609,,,,
E,V0200,82179,,,,
E,V0201,82179,,,,
E,V0202,82179,,,,
E,V0203,82179,,,,
E,V0204,82179,,,,
E,V0208,82179,,,,
E,V0209,82179,,,,
E,V0210,81475,,,,
E,V0211,81475,,,,
E,V0212,81475,,,,
E,V0213,81475,,,,
E,V0214,81475,,,,
E,V0218,81475,,,,
E,V0219,81475,,,,
E,V0290,81479,,,,
E,V0291,81479,,,,
E,V0292,81479,,,,
E,V0293,81479,,,,
E,V0294,81479,,,,
E,V0298,81479,,,,
E,V0299,81479,,,,
E,V0300,82279,,,,
E,V0301,82279,,,,
E,V0302,82279,,,,
E,V0303,82279,,,,
E,V0304,82279,,,,
E,V0308,82279,,,,
E,V0309,82279,,,,
E,V0310,81475,,,,
E,V0311,81475,,,,
E,V0312,81475,,,,
E,V0313,81475,,,,
E,V0314,81475,,,,
E,V0318,81475,,,,
E,V0319,81475,,,,
E,V0390,81479,,,,
E,V0391,81479,,,,
E,V0392,81479,,,,
E,V0393,81479,,,,
E,V0394,81479,,,,
E,V0398,81479,,,,
E,V0399,81479,,,,
E,V0400,82279,,,,
E,V0401,82279,,,,
E,V0402,82279,,,,
E,V0403,82279,,,,
E,V0404,82279,,,,
E,V0408,82279,,,,
E,V0409,82279,,,,
E,V0410,81475,,,,
E,V0411,81475,,,,
E,V0412,81475,,,,
E,V0413,81475,,,,
E,V0414,81475,,,,
E,V0418,81475,,,,
E,V0419,81475,,,,
E,V0490,81479,,,,
E,V0491,81479,,,,
E,V0492,81479,,,,
E,V0493,81479,,,,
E,V0494,81479,,,,
E,V0498,81479,,,,
E,V0499,81479,,,,
E,V0500,80628,,,,
E,V0501,80628,,,,
E,V0502,80628,,,,
E,V0503,80628,,,,
E,V0504,80628,,,,
E,V0508,80628,,,,
E,V0509,80628,,,,
E,V0510,80628,,,,
E,V0511,80628,,,,
E,V0512,80628,,,,
E,V0513,80628,,,,
E,V0514,80628,,,,
E,V0518,80628,,,,
E,V0519,80628,,,,
E,V0590,80629,,,,
E,V0591,80629,,,,
E,V0592,80629,,,,
E,V0593,80629,,,,
E,V0594,80629,,,,
E,V0598,80629,,,,
E,V0599,80629,,,,
E,V0600,82909,,,,
E,V0601,82909,,,,
E,V0602,82909,,,,
E,V0603,82909,,,,
E,V0604,82909,,,,
E,V0608,82909,,,,
E,V0609,82909,,,,
E,V0610,82905,,,,
E,V0611,82905,,,,
E,V0612,82905,,,,
E,V0613,82905,,,,
E,V0614,82905,,,,
E,V0618,82905,,,,
E,V0619,82905,,,,
E,V0690,82909,,,,
E,V0691,82909,,,,
E,V0692,82909,,,,
E,V0693,82909,,,,
E,V0694,82909,,,,
E,V0698,82909,,,,
E,V0699,82909,,,,
E,V0900,82579,,,,
E,V0901,82579,,,,
E,V0902,82579,,,,
E,V0903,82579,,,,
E,V0904,82579,,,,
E,V0908,82579,,,,
E,V0909,82579,,,,
E,V0910,82579,,,,
E,V0911,82579,,,,
E,V0912,82579,,,,
E,V0913,82579,,,,
E,V0914,82579,,,,
E,V0918,82579,,,,
E,V0919,82579,,,,
E,V0920,81875,,,,
E,V0921,81875,,,,
E,V0922,81875,,,,
E,V0923,81875,,,,
E,V0924,81875,,,,
E,V0928,81875,,,,
E,V0929,81875,,,,
E,V0930,81975,,,,
E,V0931,81975,,,,
E,V0932,81975,,,,
E,V0933,81975,,,,
E,V0934,81975,,,,
E,V0938,81975,,,,
E,V0939,81975,,,,
E,V0990,84809,,,,
E,V0991,84809,,,,
E,V0992,84809,,,,
E,V0993,84809,,,,
E,V0994,84809,,,,
E,V0998,84809,,,,
E,V0999,84809,,,,
E,V1000,82619,,,,
E,V1001,82619,,,,
E,V1002,82619,,,,
E,V1003,82619,,,,
E,V1004,82619,,,,
E,V1008,82619,,,,
E,V1009,82619,,,,
E,V1010,82619,,,,
E,V1011,82619,,,,
E,V1012,82619,,,,
E,V1013,82619,,,,
E,V1014,82619,,,,
E,V1018,82619,,,,
E,V1019,82619,,,,
E,V1020,82619,,,,
E,V1021,82619,,,,
E,V1022,82619,,,,
E,V1023,82619,,,,
E,V1024,82619,,,,
E,V1028,82619,,,,
E,V1029,82619,,,,
E,V1030,82619,,,,
E,V1031,82619,,,,
E,V1032,82619,,,,
E,V1033,82619,,,,
E,V1034,82619,,,,
E,V1038,82619,,,,
E,V1039,82619,,,,
E,V1040,82615,,,,
E,V1041,82615,,,,
E,V1042,82615,,,,
E,V1043,82615,,,,
E,V1044,82615,,,,
E,V1048,82615,,,,
E,V1049,82615,,,,
E,V1050,82615,,,,
E,V1051,82615,,,,
E,V1052,82615,,,,
E,V1053,82615,,,,
E,V1054,82615,,,,
E,V1058,82615,,,,
E,V1059,82615,,,,
E,V1090,82615,,,,
E,V1091,82615,,,,
E,V1092,82615,,,,
E,V1093,82615,,,,
E,V1094,82615,,,,
E,V1098,82615,,,,
E,V1099,82615,,,,
E,V1100,82619,,,,
E,V1101,82619,,,,
E,V1102,82619,,,,
E,V1103,82619,,,,
E,V1104,82619,,,,
E,V1108,82619,,,,
E,V1109,82619,,,,
E,V1110,82619,,,,
E,V1111,82619,,,,
E,V1112,82619,,,,
E,V1113,82619,,,,
E,V1114,82619,,,,
E,V1118,82619,,,,
E,V1119,82619,,,,
E,V1120,82619,,,,
E,V1121,82619,,,,
E,V1122,82619,,,,
E,V1123,82619,,,,
E,V1124,82619,,,,
E,V1128,82619,,,,
E,V1129,82619,,,,
E,V1130,82619,,,,
E,V1131,82619,,,,
E,V1132,82619,,,,
E,V1133,82619,,,,
E,V1134,82619,,,,
E,V1138,82619,,,,
E,V1139,82619,,,,
E,V1140,82615,,,,
E,V1141,82615,,,,
E,V1142,82615,,,,
E,V1143,82615,,,,
E,V1144,82615,,,,
E,V1148,82615,,,,
E,V1149,82615,,,,
E,V1150,82615,,,,
E,V1151,82615,,,,
E,V1152,82615,,,,
E,V1153,82615,,,,
E,V1154,82615,,,,
E,V1158,82615,,,,
E,V1159,82615,,,,
E,V1190,82615,,,,
E,V1191,82615,,,,
E,V1192,82615,,,,
E,V1193,82615,,,,
E,V1194,82615,,,,
E,V1198,82615,,,,
E,V1199,82615,,,,
E,V1200,82269,,,,
E,V1201,82269,,,,
E,V1202,82269,,,,
E,V1203,82269,,,,
E,V1204,82269,,,,
E,V1208,82269,,,,
E,V1209,82269,,,,
E,V1210,82269,,,,
E,V1211,82269,,,,
E,V1212,82269,,,,
E,V1213,82269,,,,
E,V1214,82269,,,,
E,V1218,82269,,,,
E,V1219,82269,,,,
E,V1220,82269,,,,
E,V1221,82269,,,,
E,V1222,82269,,,,
E,V1223,82269,,,,
E,V1224,82269,,,,
E,V1228,82269,,,,
E,V1229,82269,,,,
E,V1230,82269,,,,
E,V1231,82269,,,,
E,V1232,82269,,,,
E,V1233,82269,,,,
E,V1234,82269,,,,
E,V1238,82269,,,,
E,V1239,82269,,,,
E,V1240,81365,,,,
E,V1241,81365,,,,
E,V1242,81365,,,,
E,V1243,81365,,,,
E,V1244,81365,,,,
E,V1248,81365,,,,
E,V1249,81365,,,,
E,V1250,81365,,,,
E,V1251,81365,,,,
E,V1252,81365,,,,
E,V1253,81365,,,,
E,V1254,81365,,,,
E,V1258,81365,,,,
E,V1259,81365,,,,
E,V1290,81365,,,,
E,V1291,81365,,,,
E,V1292,81365,,,,
E,V1293,81365,,,,
E,V1294,81365,,,,
E,V1298,81365,,,,
E,V1299,81365,,,,
E,V1300,82269,,,,
E,V1301,82269,,,,
E,V1302,82269,,,,
E,V1303,82269,,,,
E,V1304,82269,,,,
E,V1308,82269,,,,
E,V1309,82269,,,,
E,V1310,82269,,,,
E,V1311,82269,,,,
E,V1312,82269,,,,
E,V1313,82269,,,,
E,V1314,82269,,,,
E,V1318,82269,,,,
E,V1319,82269,,,,
E,V1320,82269,,,,
E,V1321,82269,,,,
E,V1322,82269,,,,
E,V1323,82269,,,,
E,V1324,82269,,,,
E,V1328,82269,,,,
E,V1329,82269,,,,
E,V1330,82469,,,,
E,V1331,82269,,,,
E,V1332,82269,,,,
E,V1333,82269,,,,
E,V1334,82269,,,,
E,V1338,82269,,,,
E,V1339,82269,,,,
E,V1340,81365,,,,
E,V1341,81365,,,,
E,V1342,81365,,,,
E,V1343,81365,,,,
E,V1344,81365,,,,
E,V1348,81365,,,,
E,V1349,81365,,,,
E,V1350,81365,,,,
E,V1351,81365,,,,
E,V1352,81365,,,,
E,V1353,81365,,,,
E,V1354,81365,,,,
E,V1358,81365,,,,
E,V1359,81365,,,,
E,V1390,81365,,,,
E,V1391,81365,,,,
E,V1392,81365,,,,
E,V1393,81365,,,,
E,V1394,81365,,,,
E,V1398,81365,,,,
E,V1399,81365,,,,
E,V1400,82269,,,,
E,V1401,82269,,,,
E,V1402,82269,,,,
E,V1403,82269,,,,
E,V1404,82269,,,,
E,V1408,82269,,,,
E,V1409,82269,,,,
E,V1410,82269,,,,
E,V1411,82269,,,,
E,V1412,82269,,,,
E,V1413,82269,,,,
E,V1414,82269,,,,
E,V1418,82269,,,,
E,V1419,82269,,,,
E,V1420,82269,,,,
E,V1421,82269,,,,
E,V1422,82269,,,,
E,V1423,82269,,,,
E,V1424,82269,,,,
E,V1428,82269,,,,
E,V1429,82269,,,,
E,V1430,81365,,,,
E,V1431,81365,,,,
E,V1432,81365,,,,
E,V1433,81365,,,,
E,V1434,81365,,,,
E,V1438,81365,,,,
E,V1439,81365,,,,
E,V1440,81365,,,,
E,V1441,81365,,,,
E,V1442,81365,,,,
E,V1443,81365,,,,
E,V1444,81365,,,,
E,V1448,81365,,,,
E,V1449,81365,,,,
E,V1450,81365,,,,
E,V1451,81365,,,,
E,V1452,81365,,,,
E,V1453,81365,,,,
E,V1454,81365,,,,
E,V1458,81365,,,,
E,V1459,81365,,,,
E,V1490,81365,,,,
E,V1491,81365,,,,
E,V1492,81365,,,,
E,V1493,81365,,,,
E,V1494,81365,,,,
E,V1498,81365,,,,
E,V1499,81365,,,,
E,V1500,80138,,,,
E,V1501,80138,,,,
E,V1502,80138,,,,
E,V1503,80138,,,,
E,V1504,80138,,,,
E,V1508,80138,,,,
E,V1509,80138,,,,
E,V1510,80138,,,,
E,V1511,80138,,,,
E,V1512,80138,,,,
E,V1513,80138,,,,
E,V1514,80138,,,,
E,V1518,80138,,,,
E,V1519,80138,,,,
E,V1520,80138,,,,
E,V1521,80138,,,,
E,V1522,80138,,,,
E,V1523,80138,,,,
E,V1524,80138,,,,
E,V1528,80138,,,,
E,V1529,80138,,,,
E,V1530,80138,,,,
E,V1531,80138,,,,
E,V1532,80138,,,,
E,V1533,80138,,,,
E,V1534,80138,,,,
E,V1538,80138,,,,
E,V1539,80138,,,,
E,V1540,80138,,,,
E,V1541,80138,,,,
E,V1542,80138,,,,
E,V1543,80138,,,,
E,V1544,80138,,,,
E,V1548,80138,,,,
E,V1549,80138,,,,
E,V1550,80138,,,,
E,V1551,80138,,,,
E,V1552,80138,,,,
E,V1553,80138,,,,
E,V1554,80138,,,,
E,V1558,80138,,,,
E,V1559,80138,,,,
E,V1590,80138,,,,
E,V1591,80138,,,,
E,V1592,80138,,,,
E,V1593,80138,,,,
E,V1594,80138,,,,
E,V1598,80138,,,,
E,V1599,80138,,,,
E,V1600,82619,,,,
E,V1601,82619,,,,
E,V1602,82619,,,,
E,V1603,82619,,,,
E,V1604,82619,,,,
E,V1608,82619,,,,
E,V1609,82619,,,,
E,V1610,82619,,,,
E,V1611,82619,,,,
E,V1612,82619,,,,
E,V1613,82619,,,,
E,V1614,82619,,,,
E,V1618,82619,,,,
E,V1619,82619,,,,
E,V1620,82619,,,,
E,V1621,82619,,,,
E,V1622,82619,,,,
E,V1623,82619,,,,
E,V1624,82619,,,,
E,V1628,82619,,,,
E,V1629,82619,,,,
E,V1630,82619,,,,
E,V1631,82619,,,,
E,V1632,82619,,,,
E,V1633,82619,,,,
E,V1634,82619,,,,
E,V1638,82619,,,,
E,V1639,82619,,,,
E,V1640,82615,,,,
E,V1641,82615,,,,
E,V1642,82615,,,,
E,V1643,82615,,,,
E,V1644,82615,,,,
E,V1648,82615,,,,
E,V1649,82615,,,,
E,V1650,82615,,,,
E,V1651,82615,,,,
E,V1652,82615,,,,
E,V1653,82615,,,,
E,V1654,82615,,,,
E,V1658,82615,,,,
E,V1659,82615,,,,
E,V1690,82615,,,,
E,V1691,82615,,,,
E,V1692,82615,,,,
E,V1693,82615,,,,
E,V1694,82615,,,,
E,V1698,82615,,,,
E,V1699,82615,,,,
E,V1700,82619,,,,
E,V1701,82619,,,,
E,V1702,82619,,,,
E,V1703,82619,,,,
E,V1704,82619,,,,
E,V1708,82619,,,,
E,V1709,82619,,,,
E,V1710,82619,,,,
E,V1711,82619,,,,
E,V1712,82619,,,,
E,V1713,82619,,,,
E,V1714,82619,,,,
E,V1718,82619,,,,
E,V1719,82619,,,,
E,V1720,82619,,,,
E,V1721,82619,,,,
E,V1722,82619,,,,
E,V1723,82619,,,,
E,V1724,82619,,,,
E,V1728,82619,,,,
E,V1729,82619,,,,
E,V1730,82619,,,,
E,V1731,82619,,,,
E,V1732,82619,,,,
E,V1733,82619,,,,
E,V1734,82619,,,,
E,V1738,82619,,,,
E,V1739,82619,,,,
E,V1740,82615,,,,
E,V1741,82615,,,,
E,V1742,82615,,,,
E,V1743,82615,,,,
E,V1744,82615,,,,
E,V1748,82615,,,,
E,V1749,82615,,,,
E,V1750,82615,,,,
E,V1751,82615,,,,
E,V1752,82615,,,,
E,V1753,82615,,,,
E,V1754,82615,,,,
E,V1758,82615,,,,
E,V1759,82615,,,,
E,V1790,82615,,,,
E,V1791,82615,,,,
E,V1792,82615,,,,
E,V1793,82615,,,,
E,V1794,82615,,,,
E,V1798,82615,,,,
E,V1799,82615,,,,
E,V1800,82619,,,,
E,V1801,82619,,,,
E,V1802,82619,,,,
E,V1803,82619,,,,
E,V1804,82619,,,,
E,V1808,82619,,,,
E,V1809,82619,,,,
E,V1810,82619,,,,
E,V1811,82619,,,,
E,V1812,82619,,,,
E,V1813,82619,,,,
E,V1814,82619,,,,
E,V1818,82619,,,,
E,V1819,82619,,,,
E,V1820,82619,,,,
E,V1821,82619,,,,
E,V1822,82619,,,,
E,V1823,82619,,,,
E,V1824,82619,,,,
E,V1828,82619,,,,
E,V1829,82619,,,,
E,V1830,82619,,,,
E,V1831,82619,,,,
E,V1832,82619,,,,
E,V1833,82619,,,,
E,V1834,82619,,,,
E,V1838,82619,,,,
E,V1839,82619,,,,
E,V1840,82615,,,,
E,V1841,82615,,,,
E,V1842,82615,,,,
E,V1843,82615,,,,
E,V1844,82615,,,,
E,V1848,82615,,,,
E,V1849,82615,,,,
E,V1850,82615,,,,
E,V1851,82615,,,,
E,V1852,82615,,,,
E,V1853,82615,,,,
E,V1854,82615,,,,
E,V1858,82615,,,,
E,V1859,82615,,,,
E,V1890,82615,,,,
E,V1891,82615,,,,
E,V1892,82615,,,,
E,V1893,82615,,,,
E,V1894,82615,,,,
E,V1898,82615,,,,
E,V1899,82615,,,,
E,V1900,82269,,,,
E,V1901,82269,,,,
E,V1902,82269,,,,
E,V1903,82269,,,,
E,V1904,82269,,,,
E,V1908,82269,,,,
E,V1909,82269,,,,
E,V1910,82269,,,,
E,V1911,82269,,,,
E,V1912,82269,,,,
E,V1913,82269,,,,
E,V1914,82269,,,,
E,V1918,82269,,,,
E,V1919,82269,,,,
E,V1920,82269,,,,
E,V1921,82269,,,,
E,V1922,82269,,,,
E,V1923,82269,,,,
E,V1924,82269,,,,
E,V1928,82269,,,,
E,V1929,82269,,,,
E,V1930,82619,,,,
E,V1931,82619,,,,
E,V1932,82619,,,,
E,V1933,82619,,,,
